0	18724	1
0	15440	1
0	6050	1
0	0	1
0	15551	1
0	16527	1
1	22195	1
1	0	1
1	18788	1
1	22142	1
2	26894	1
2	13620	1
2	9022	1
2	21214	1
2	14098	1
2	1	1
2	11006	1
2	16359	1
2	6011	1
2	11862	1
2	16742	1
2	21971	1
2	8395	1
2	18555	1
2	14068	1
2	7735	1
3	16890	1
3	15018	1
3	22183	1
3	2	1
4	17637	1
4	16527	1
4	2	1
4	20356	1
4	17430	1
5	9328	1
5	24556	1
5	3	1
5	26634	1
5	22006	1
5	19089	1
5	18946	1
6	15679	1
6	17771	1
6	24625	1
6	21486	1
6	21406	1
6	25916	1
6	26094	1
6	21407	1
6	19664	1
6	18918	1
6	16210	1
6	16885	1
6	4	1
6	23014	1
6	22545	1
6	1443	1
6	17639	1
6	5784	1
6	17349	1
6	9387	1
7	28473	1
7	24222	1
7	2704	1
7	5	1
7	10501	1
7	22264	1
8	15060	1
8	14980	1
8	18279	1
8	16232	1
9	20329	1
9	20753	1
9	580	1
9	79	1
9	27147	1
9	1271	1
9	2963	1
9	6	1
9	14472	1
9	1424	1
9	3802	1
9	1670	1
9	1380	1
9	16072	1
9	894	1
9	2817	1
9	15232	1
9	8001	1
9	723	1
10	6893	1
10	14813	1
10	1750	1
10	14693	1
10	6705	1
10	1942	1
10	6	1
10	6737	1
10	6482	1
10	2847	1
11	22818	1
11	28492	1
11	6	1
11	23766	1
11	22364	1
11	5226	1
11	22082	1
11	1942	1
11	14327	1
11	1732	1
11	28029	1
12	1006	1
12	25911	1
12	19297	1
12	7	1
13	22331	1
13	19695	1
13	26650	1
13	27463	1
13	15520	1
13	19062	1
13	13271	1
13	8	1
13	24278	1
13	1958	1
13	119	1
13	7632	1
13	27462	1
13	26372	1
14	15551	1
14	27422	1
14	5560	1
14	16424	1
14	27702	1
14	10158	1
14	7774	1
14	8	1
14	12485	1
15	8	1
15	10823	1
15	270	1
15	25019	1
15	10656	1
15	10991	1
15	4884	1
15	6011	1
16	16058	1
16	2963	1
16	15321	1
16	19752	1
16	8	1
17	13364	1
17	13510	1
17	8	1
17	69	1
17	14285	1
18	16588	1
18	6871	1
18	12130	1
18	16459	1
18	8	1
18	19087	1
18	26126	1
18	26123	1
18	16382	1
18	16883	1
18	15789	1
18	16337	1
18	16612	1
19	2754	1
19	4394	1
19	27091	1
19	20970	1
19	8	1
19	2753	1
19	27996	1
20	11169	1
20	9483	1
20	20981	1
20	7697	1
20	8	1
21	13799	1
21	293	1
21	15801	1
21	8	1
21	11357	1
22	8340	1
22	8	1
22	4883	1
22	17507	1
23	3854	1
23	4800	1
23	6663	1
23	18739	1
23	5279	1
23	9582	1
23	13621	1
23	15168	1
23	25481	1
23	10976	1
24	24850	1
24	22410	1
24	8	1
24	24054	1
25	9448	1
25	8	1
25	8138	1
25	9437	1
25	21900	1
26	2023	1
26	6844	1
26	21780	1
26	14307	1
26	14817	1
27	11998	1
27	8	1
27	19917	1
27	19201	1
27	18113	1
27	15727	1
27	10255	1
27	15201	1
27	24577	1
27	14273	1
27	2032	1
27	18946	1
27	1443	1
27	15856	1
27	19489	1
27	23601	1
27	11249	1
27	20590	1
27	25419	1
27	20281	1
27	9014	1
27	12671	1
27	17254	1
27	25013	1
27	8145	1
28	23811	1
28	1776	1
28	8	1
28	1607	1
28	23806	1
28	18091	1
28	24369	1
28	1553	1
28	2861	1
28	23597	1
29	12604	1
29	1639	1
29	10889	1
29	10198	1
29	11187	1
29	18386	1
29	15006	1
29	10497	1
29	10584	1
29	6318	1
29	18052	1
29	11253	1
29	6208	1
29	8	1
29	8258	1
29	21452	1
29	19429	1
29	15319	1
30	11869	1
30	4297	1
30	11433	1
30	12145	1
30	15092	1
30	8	1
31	10147	1
31	17414	1
31	11103	1
31	17932	1
31	8	1
31	28082	1
31	4667	1
31	4651	1
31	16792	1
31	17320	1
31	4405	1
31	17831	1
32	23268	1
32	6011	1
32	8	1
32	21803	1
32	7950	1
32	27341	1
32	23579	1
33	19370	1
33	7709	1
33	11681	1
33	13104	1
33	4451	1
33	890	1
33	8890	1
33	6858	1
33	9680	1
33	11107	1
33	8939	1
33	13848	1
33	5676	1
33	11578	1
33	11394	1
33	9106	1
33	8	1
33	11352	1
34	8	1
34	13061	1
34	17492	1
34	21937	1
34	13105	1
34	19840	1
35	19295	1
35	19861	1
35	6210	1
35	19006	1
35	11051	1
35	18022	1
35	7101	1
35	1390	1
35	8	1
35	11107	1
35	18084	1
35	3273	1
35	2327	1
35	17665	1
35	17417	1
35	28258	1
35	23106	1
36	25698	1
36	6874	1
36	2457	1
36	9455	1
36	8	1
36	10817	1
36	12889	1
37	10482	1
37	8	1
37	24593	1
37	2660	1
38	19672	1
38	6326	1
38	26122	1
38	1661	1
38	17814	1
38	1259	1
38	9437	1
38	8	1
38	17817	1
38	27233	1
38	25477	1
38	17815	1
38	4792	1
39	8780	1
39	9145	1
39	15610	1
39	17303	1
39	8	1
39	8591	1
40	12048	1
40	7041	1
40	15617	1
40	9	1
40	15732	1
40	9264	1
40	11	1
40	4423	1
40	5595	1
40	4865	1
40	17040	1
40	9943	1
40	24779	1
40	4983	1
40	4945	1
41	7491	1
41	4423	1
41	22903	1
41	5035	1
41	20286	1
41	11969	1
42	15456	1
42	330	1
42	4627	1
42	13742	1
42	22021	1
42	15310	1
42	11402	1
42	2307	1
42	12450	1
42	889	1
42	11824	1
43	6395	1
43	15824	1
43	15948	1
43	4667	1
43	4594	1
43	15406	1
44	4076	1
44	16337	1
44	8041	1
44	11	1
44	5782	1
44	5836	1
44	16634	1
44	15854	1
45	9943	1
45	11719	1
45	9179	1
45	4593	1
45	11857	1
45	11	1
46	4548	1
46	16272	1
46	17423	1
46	4593	1
46	17024	1
46	17111	1
46	15842	1
46	11213	1
46	11	1
46	16513	1
46	4420	1
46	15811	1
46	20279	1
46	23712	1
46	17039	1
46	17362	1
47	4027	1
47	313	1
47	22346	1
47	12	1
47	4913	1
47	4124	1
47	1336	1
47	11511	1
47	27373	1
47	3768	1
47	21802	1
47	1614	1
47	14164	1
47	6754	1
47	17443	1
47	5798	1
48	1375	1
48	13	1
48	21702	1
48	23638	1
49	7665	1
49	8874	1
49	19017	1
49	5069	1
49	13	1
49	6124	1
50	15092	1
50	11633	1
50	19770	1
50	19581	1
50	15321	1
50	20687	1
50	19738	1
50	20412	1
50	13	1
50	16295	1
50	15091	1
50	13927	1
50	15060	1
50	9351	1
50	15666	1
50	14389	1
51	8854	1
51	8973	1
51	9691	1
51	8329	1
51	9029	1
51	3076	1
51	13	1
52	22682	1
52	9262	1
52	15073	1
52	22217	1
52	22684	1
52	21497	1
52	22122	1
52	10052	1
52	6581	1
52	7234	1
52	14	1
53	2704	1
53	10484	1
53	7666	1
53	9538	1
53	14	1
54	15524	1
54	14008	1
54	10718	1
54	3902	1
54	1818	1
54	15	1
54	16207	1
54	10545	1
55	3587	1
55	16	1
55	4290	1
55	14791	1
55	11969	1
55	13922	1
56	1722	1
56	3153	1
56	2614	1
56	16	1
56	5105	1
56	2945	1
57	3229	1
57	21216	1
57	5887	1
57	16131	1
57	8902	1
57	15535	1
57	6170	1
57	14274	1
57	11107	1
58	9261	1
58	5887	1
58	17	1
58	26332	1
58	1041	1
58	3229	1
58	5770	1
58	1771	1
58	470	1
58	13594	1
58	5861	1
58	8902	1
58	24173	1
59	16424	1
59	17	1
59	15091	1
59	10127	1
59	17309	1
59	6072	1
60	440	1
60	6901	1
60	17	1
60	1245	1
60	14961	1
60	5887	1
60	11078	1
60	25349	1
60	6816	1
60	12163	1
60	3584	1
60	7450	1
60	15663	1
60	5016	1
60	25507	1
60	3971	1
60	17349	1
60	10254	1
61	5582	1
61	6381	1
61	18	1
61	12871	1
62	18	1
62	12534	1
62	15797	1
62	16892	1
62	11097	1
63	18	1
63	20643	1
63	20086	1
63	3464	1
63	19562	1
64	5616	1
64	18	1
64	21840	1
64	7104	1
64	23017	1
65	18	1
65	1783	1
65	22138	1
65	23592	1
65	320	1
65	17756	1
65	22557	1
66	4726	1
66	19	1
66	19695	1
66	5113	1
66	15478	1
66	21687	1
66	497	1
67	15867	1
67	19	1
67	2457	1
67	9920	1
67	5059	1
67	24631	1
68	6348	1
68	21623	1
68	21738	1
68	23075	1
68	9342	1
68	753	1
68	17805	1
68	5175	1
68	19108	1
68	913	1
69	15060	1
69	14980	1
69	19	1
69	16337	1
69	5408	1
70	20	1
70	16337	1
70	16203	1
70	16272	1
70	5945	1
70	6278	1
70	15916	1
71	15480	1
71	7847	1
71	8288	1
71	7442	1
71	8245	1
71	7479	1
71	15091	1
71	8908	1
