0	0	1
0	27752	1
0	11442	1
0	1813	1
0	4811	1
0	14794	1
0	20794	1
0	21666	1
0	4190	1
0	11807	1
1	8262	1
1	15886	1
1	26455	1
1	1	1
1	2613	1
1	9123	1
1	26156	1
1	806	1
1	29415	1
1	28064	1
2	21931	1
2	20458	1
2	21641	1
2	26438	1
2	20459	1
2	25996	1
2	2	1
3	6846	1
3	12190	1
3	30361	1
3	11303	1
3	13882	1
3	7177	1
3	13381	1
3	17027	1
3	15380	1
3	897	1
3	12618	1
3	9531	1
3	10999	1
3	25396	1
3	25397	1
3	6802	1
3	903	1
3	7282	1
3	2448	1
3	27936	1
3	14308	1
3	12075	1
3	5025	1
3	6559	1
3	7784	1
3	17102	1
3	7837	1
3	9230	1
3	28956	1
3	13489	1
3	19046	1
3	10116	1
3	7436	1
3	21799	1
3	14120	1
3	12411	1
3	11926	1
3	803	1
3	29358	1
3	18962	1
3	4635	1
3	18955	1
3	1421	1
3	1418	1
3	557	1
3	22050	1
3	7068	1
3	736	1
3	5393	1
3	11381	1
3	11549	1
3	14895	1
3	2919	1
3	7434	1
3	6432	1
3	2990	1
3	16797	1
3	17100	1
3	2830	1
3	3	1
3	18287	1
3	11162	1
3	11025	1
4	2846	1
4	14228	1
4	493	1
4	6064	1
4	2226	1
4	6068	1
4	14035	1
4	8752	1
4	14381	1
4	552	1
4	14757	1
4	3014	1
4	5404	1
4	18740	1
4	9408	1
4	3199	1
4	6066	1
4	29061	1
4	3171	1
4	4900	1
4	4898	1
4	17046	1
4	5813	1
4	30698	1
4	3	1
5	3254	1
5	3	1
5	17735	1
5	3660	1
6	7332	1
6	19562	1
6	14337	1
6	7091	1
6	5930	1
6	3	1
7	8548	1
7	1754	1
7	3225	1
7	7085	1
7	4053	1
7	10833	1
7	3	1
7	7470	1
7	21917	1
7	19259	1
7	16023	1
7	17552	1
7	2116	1
7	8850	1
7	481	1
7	3934	1
7	19799	1
7	9904	1
7	15004	1
7	18693	1
7	29489	1
7	8935	1
7	27960	1
7	3957	1
7	11366	1
7	18858	1
7	3883	1
7	25433	1
7	2086	1
7	9192	1
7	2004	1
7	20109	1
7	5189	1
7	5304	1
7	10888	1
7	3954	1
7	19367	1
7	8721	1
7	15176	1
7	8506	1
7	16024	1
7	24395	1
7	27929	1
7	18142	1
7	17910	1
7	4951	1
7	20269	1
7	8622	1
7	22209	1
8	17354	1
8	2193	1
8	18740	1
8	4	1
8	3	1
8	14382	1
9	12289	1
9	7997	1
9	21879	1
9	17036	1
9	3	1
9	2274	1
9	1670	1
9	363	1
9	17579	1
9	17027	1
9	14105	1
9	15866	1
10	6915	1
10	22522	1
10	24375	1
10	18919	1
10	18962	1
10	3	1
10	17394	1
10	7312	1
10	561	1
10	18740	1
10	801	1
11	3	1
11	28679	1
11	17039	1
11	5901	1
11	16073	1
11	5352	1
12	3	1
12	2791	1
12	30550	1
12	18740	1
12	20450	1
13	6466	1
13	3990	1
13	8289	1
13	9546	1
14	275	1
14	29272	1
14	4	1
14	20122	1
15	716	1
15	14169	1
15	85	1
15	3135	1
15	26130	1
15	28726	1
15	8204	1
15	4	1
16	30518	1
16	3063	1
16	1173	1
16	18441	1
16	9381	1
16	6723	1
16	21879	1
16	10314	1
16	2618	1
16	10709	1
16	30868	1
16	356	1
16	30862	1
16	28783	1
16	19869	1
16	24115	1
16	493	1
16	15609	1
16	4	1
17	15795	1
17	15796	1
17	15724	1
17	4	1
18	4832	1
18	18740	1
18	3854	1
18	4	1
19	26481	1
19	14931	1
19	17948	1
19	15387	1
19	16893	1
19	27465	1
19	18740	1
19	28849	1
19	4	1
19	26536	1
20	2329	1
20	19252	1
20	14174	1
20	19324	1
20	4749	1
20	11932	1
20	4	1
21	15085	1
21	2089	1
21	23896	1
21	7624	1
21	12391	1
21	5559	1
21	13263	1
21	15480	1
21	13328	1
21	11567	1
21	6929	1
21	10577	1
21	22676	1
21	8694	1
21	9451	1
21	10044	1
21	16316	1
21	2551	1
21	2768	1
21	3572	1
21	25903	1
21	4108	1
21	15227	1
21	16202	1
21	17649	1
21	4	1
21	2137	1
21	7847	1
21	3981	1
21	12261	1
21	6727	1
21	8168	1
21	26411	1
21	19499	1
21	24053	1
21	11866	1
21	9773	1
21	3980	1
21	12018	1
21	7053	1
21	8394	1
21	4001	1
21	646	1
22	7981	1
22	1870	1
22	7255	1
22	4	1
22	8415	1
22	7838	1
22	2068	1
22	6096	1
22	1456	1
22	22311	1
23	4	1
23	1662	1
23	28143	1
23	29156	1
23	2928	1
23	4938	1
23	3235	1
23	2152	1
23	1266	1
23	3985	1
23	17635	1
23	29619	1
23	23044	1
23	12565	1
23	3515	1
23	3783	1
23	603	1
24	19754	1
24	17351	1
24	21383	1
24	17057	1
24	5578	1
24	10768	1
24	4	1
24	2219	1
24	2483	1
24	1719	1
24	21738	1
24	12048	1
24	11868	1
24	15615	1
24	9670	1
24	4058	1
24	30556	1
24	10850	1
24	393	1
24	16071	1
24	15911	1
24	29961	1
25	8382	1
25	2791	1
25	13058	1
25	4	1
25	374	1
25	10010	1
25	2790	1
25	17045	1
26	434	1
26	12967	1
26	16072	1
26	29272	1
26	4	1
26	18740	1
27	3992	1
27	737	1
27	9286	1
27	1165	1
27	309	1
27	1265	1
27	18930	1
27	26464	1
27	5299	1
27	2833	1
27	3100	1
27	3984	1
27	18427	1
27	5	1
27	1152	1
27	15582	1
27	184	1
27	81	1
27	3364	1
27	16602	1
27	10157	1
27	5300	1
27	19951	1
27	14565	1
27	6247	1
28	15540	1
28	4198	1
28	19212	1
28	858	1
29	26805	1
29	1686	1
29	630	1
29	1449	1
29	22677	1
29	4694	1
29	29953	1
29	3756	1
29	2612	1
29	6	1
30	7	1
30	23862	1
30	22933	1
30	26913	1
31	7663	1
31	8	1
31	12182	1
31	6961	1
31	5854	1
31	347	1
31	30276	1
31	29913	1
31	28885	1
31	1262	1
31	5768	1
31	6569	1
31	20127	1
32	12372	1
32	23938	1
32	20735	1
32	9	1
32	25589	1
32	28855	1
33	18836	1
33	9660	1
33	9	1
33	23727	1
33	10901	1
34	21346	1
34	10	1
34	26669	1
34	5180	1
34	19008	1
34	2156	1
34	25039	1
35	11461	1
35	5897	1
35	11	1
35	12525	1
36	3014	1
36	11830	1
36	30329	1
36	9179	1
36	835	1
36	11551	1
36	7383	1
36	24812	1
36	23178	1
36	67	1
36	19763	1
36	20949	1
36	18447	1
36	6363	1
36	2755	1
36	22496	1
36	9684	1
36	15100	1
36	16084	1
36	1886	1
36	13601	1
36	12156	1
36	17108	1
36	2203	1
36	11248	1
36	11	1
36	11712	1
37	23497	1
37	25040	1
37	22146	1
37	12	1
37	13433	1
38	7407	1
38	8190	1
38	13	1
38	17444	1
38	4182	1
38	7063	1
38	19674	1
39	5371	1
39	5195	1
39	13057	1
39	18508	1
40	427	1
40	3545	1
40	14	1
40	22524	1
40	7936	1
40	18397	1
40	16893	1
40	23692	1
40	17066	1
41	3667	1
41	930	1
41	10099	1
41	15	1
41	26656	1
41	4731	1
41	3007	1
41	27206	1
41	16761	1
41	1692	1
41	10992	1
41	4264	1
41	822	1
41	13608	1
42	16	1
42	24860	1
42	19859	1
42	19292	1
42	16248	1
42	23773	1
43	11210	1
43	18	1
43	6211	1
43	17	1
43	24705	1
44	15074	1
44	8694	1
44	1719	1
44	23728	1
44	308	1
44	11781	1
44	6588	1
44	4115	1
44	17	1
44	5443	1
44	14261	1
44	25215	1
44	26763	1
44	9003	1
44	527	1
44	14188	1
45	9981	1
45	2458	1
45	19157	1
45	17931	1
45	17912	1
46	6201	1
46	7030	1
46	1530	1
46	18	1
46	26683	1
47	23026	1
47	17499	1
47	18	1
47	5577	1
48	4231	1
48	15821	1
48	9911	1
48	9346	1
48	24104	1
48	152	1
48	10809	1
48	308	1
48	18	1
48	8982	1
49	7528	1
49	22409	1
49	6359	1
49	25069	1
49	23078	1
49	25071	1
49	18	1
50	4402	1
50	893	1
50	14135	1
50	19	1
50	10134	1
50	839	1
51	19384	1
51	19	1
51	3572	1
51	16697	1
51	13085	1
51	712	1
51	14542	1
51	2603	1
51	3956	1
51	14927	1
51	8079	1
51	2274	1
